Cuno,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,Total
2446000,0,0,4788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4788
2461200,0,427.55,0,0,0,0,0,0,0,0,0,0,4264,8652,27090,7595,7595,6600,19790.1,22695,13003,13200,15190,10295,39495,44867.5,18473,0,8300,0,10028,0,0,0,15840,0,0,293400.15
2470000,8006,8006,8006,16089.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,41547.5
2487500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3153.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3153.5
2489025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3965,0,-7835,5900,5900,5900,5900,0,11800
2491000,0,0,3100,3100,3100,3100,3100,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18600
2505500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,2600,0,0,0,0,85,890,2536.5,0,10849.09,29732.35,24420,72462.94
2544625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5635,0,540,0,0,0,0,320,0,0,288,0,6783
2546625,0,0,0,0,0,0,0,0,0,3655.56,1125,0,0,0,-2750,27000,21500,21500,21500,0,0,0,0,0,0,0,0,0,0,0,0,-3103.95,0,0,0,0,0,90426.61
2555500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6035,38795,20150,20150,27300,0,0,0,112430
2577400,0,0,0,0,0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895
2579050,0,0,0,0,378,0,0,6100,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,1350,0,0,0,0,0,0,0,5375,0,0,0,0,0,13763
2583500,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900
2590000,0,2680,5965,4875,1175,0,0,0,0,0,0,0,0,1350,6750,1350,2700,0,0,0,0,0,0,0,0,2350,3700,3700,2525,0,0,0,0,0,0,0,0,39120
2596000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,3400,0,0,0,4512
2609500,0,0,0,525.6,0,0,0,-2844.8,1422.4,2844.8,0,0,3435.38,2956,1103.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9442.88
2609525,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,0,0,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7440
2621500,0,261,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546
2635300,0,0,0,0,0,0,0,0,0,1100,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,2032,2032,2032,2032,2032,750,750,750,750,750,15600
2637500,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,725,725,725,725,0,5670,5670,3780,7560,5670,5670,7560,7560,7560,3780,3780,3780,85940
2644500,3780,3780,3780,3780,3780,3780,3780,3780,4980,5576.25,3780,3780,3780,3780,3275,4285,0,0,0,0,0,0,0,0,1045,5252.36,7814.68,7214.68,7814.68,9614.68,8414.68,7814.68,9014.68,7814.68,8414.68,16395.77,5414.68,165516.18
2646000,5585,6354.68,7124.36,3614.68,3614.68,4214.68,4814.68,3614.68,3614.68,1045,1045,1045,1045,1045,0,0,0,3867,3000,3000,3000,3000,0,0,0,0,0,0,0,0,575,0,0,0,-2770,1210,10145,72804.12
2659600,0,1032,642,321,321,2325.5,1665,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,950,0,0,0,0,0,8476.5
2675500,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200
2678500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777.5,2852.5,0,830,10089.55,0,2596.5,0,-1471.5,2263.5,0,6262.5,6001.75,0,0,0,31202.3
2681500,0,0,20095,3330,5741.5,7153,426,416.5,0,0,760.5,5030.1,9423.93,589,0,6232.1,15380.92,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75978.55
2682001,0,0,0,0,0,0,0,0,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,3450
2703500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390
2716500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,305
2740500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3896,2922,3896,5696,3896,0,0,0,0,0,1050,1350,1350,0,0,0,2424,2424,2424,0,0,0,31328
2761530,0,0,0,0,0,0,0,0,0,0,1920,0,8340,0,92695.8,161580,125740,124680,124680,99804,151378.5,163667.88,161079.03,146180,164915,183610,205395,103180,112085,40235,21500,10750,21500,21500,21500,22335.2,0,2290250.41
2775500,0,0,0,0,0,0,0,0,0,0,-4950,29278.59,0,0,2700,0,0,0,0,0,0,0,0,0,0,0,3635,0,0,0,0,0,0,0,0,0,1445,32108.59
2777002,2500,0,0,0,0,0,0,0,0,0,0,0,1340,0,2700,2700,2700,2700,2700,5400,2700,2700,3250,3350,0,1232,0,0,0,195,1350,2380,4845,2145,1200,175,600,48862
2778000,0,1056,0,0,0,815,1848,1848,1248,0,0,0,1341,1717.2,4313.7,4313.7,10127.4,0,-8965,13200,0,0,0,0,690,0,0,3816,3816,0,0,0,0,0,0,0,0,41185
2780000,0,0,0,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0,4656.25,0,685,0,0,0,0,0,470,0,0,0,0,270,0,0,0,0,0,6926.25
2786000,0,0,0,0,0,0,0,0,0,0,0,0,0,4329.5,1795,5339,15347.29,18752.5,17921.5,16321.25,16442.26,19975.15,11220.7,11895,8241,7740,0,0,11421.9,8541,2695.5,2695.5,5039.9,3562.69,10812.76,1567.5,2555,204211.9
2787600,3960,6115.5,3330,0,11004,2117.25,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,234,0,0,0,0,0,0,27714.75
2798505,0,0,0,0,0,0,0,0,367.86,0,0,0,0,0,0,0,0,0,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292.86
2819500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2364,9300,9600,0,0,0,1024,0,596,0,0,0,0,0,0,0,0,0,0,0,22884
2849500,0,0,5320,0,0,0,7000,2650,4350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12525,12400,12000,0,0,18800,0,0,0,0,0,0,0,0,75045
2875000,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800
2886000,0,0,0,0,0,0,0,0,0,0,0,0,0,4120,4120,0,1534.5,0,0,0,0,0,0,0,0,0,0,8600,0,0,0,0,5400,0,0,0,0,23774.5
2902975,0,0,0,0,0,0,0,0,0,1100,0,0,0,950,0,0,383,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,2020,0,0,0,0,5253
2909000,0,1272,1272,1100,1100,1100,1100,1100,1100,2130,1100,2200,1100,1100,1100,1100,1100,1100,1100,1100,1650,3300,1100,3300,2200,2200,2200,2200,2200,2200,2200,2200,6600,4400,8800,580,8220,78924
2953000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,200
2976500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3016500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2183
3021500,0,0,0,0,950,9450,5200,23556,0,0,0,0,0,0,0,0,0,5488,10066,14871,3300,0,0,0,0,0,0,0,0,0,2167,8282,17550,0,3950,0,0,104830
3041000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3045000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,640,0,0,0,0,0,0,848
3054600,0,0,0,0,0,0,0,0,0,0,0,-14500,14500,19135,39700,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,0,0,704,34152.5,540,1080,540,540,116391.5
3059500,540,1161,540,903,540,540,540,540,3780,1890,540,0,0,0,1162.5,1162.5,2325,0,0,0,0,7259.63,2670,1195,0,0,750,2200,0,0,0,3330,0,0,0,0,0,33568.63
3068000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3081500,0,0,0,0,0,0,0,0,0,0,0,0,972,486,2086,1286,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6430
3095050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3111500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2535,2076.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4611.38
3127000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448,0,0,0,0,0,0,0,0,0,0,2448
3132000,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,5400,5400,0,0,0,0,11436
3133100,0,0,0,0,0,4045,5400,0,0,0,0,0,0,0,0,0,500,5400,5400,0,0,0,0,4491,5940,0,0,0,0,0,0,0,0,0,0,0,0,31176
3154500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6713.75,0,0,0,0,0,6713.75
3170500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3188500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,1575
3189000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,0,0,0,0,33830.85,8814.74,9014.72,4709,259.25,0,760.75,15402,74720.49,38806.72,47318.87,57449.65,47271.95,19848.78,2238.05,2906.15,342.55,12465.25,377239.77
3200000,47690.71,39793.59,40776.05,54096.55,66858.71,27721.1,70935.19,4000,5873,6156,9554,38501,22704.37,60783.37,67170.08,107047.5,95682.5,5910,5350,6450,6275,8925,15120,17765,25980,31465,30788.75,9595,8705,8705,11230,11500,3400,12590,17148,33060,39735,1075040.47
3228550,44780,4545,7870,8845,10980,11626,12758,17133,34060,42836,57444.88,67574,62624,11290,-605,14220,2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,410680.88
3234000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690
3271500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,875
3274525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2240,7835,18455,12860,12860,197,8864,9764,11057.5,9544,11845,8200,1955,13051.51,2620,12752.5,2620,2096,2096,0,0,0,0,150912.51
3299600,0,0,0,0,0,795,0,1780,0,0,0,0,0,0,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4063
3319000,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,187.5,0,0,0,0,175,0,0,0,0,100,150,0,300,1062.5
3325000,100,187.5,0,0,0,140,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3027.5
3333000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1790,0,0,0,0,0,0,0,0,0,0,0,1606.5,0,0,0,0,0,0,0,3396.5
3352500,0,0,0,0,2844,0,0,0,0,1286.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4130.99
3353500,0,8104.22,4590,2295,2295,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1790,0,0,0,0,0,0,0,0,0,21369.22
3354000,0,5310,0,5310,7290,0,0,0,2165.63,0,0,0,1147.5,3472,1215,2686.5,382.5,345,1817.5,1732.5,4833,0,344.25,0,765,0,550,0,0,3074.4,0,243,2571.5,1147.5,999,1237.5,1215,49854.28
3362500,1053,4154.5,1275,2961,2722.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.76,476.76,476.76,476.76,476.76,476.76,476.76,476.76,476.76,476.76,476.76,0,0,0,0,0,17410.36
3364500,0,0,0,0,0,0,5715,0,0,0,0,0,0,3900,0,0,0,0,0,1665,607.5,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13147.5
3380750,0,0,0,0,0,0,0,0,0,0,0,0,8250,8250,8250,8250,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41250
3388150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.37,162.37
3389500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3396500,0,1710,8325,0,1125,1021.33,0,11187,12875,25371,0,0,9375,13940,0,0,0,1804,-5580,16448.25,5580,2806.63,1755,0,3255.5,39048.7,16775.5,3255.5,7600,325,4200,0,2240,0,6162.5,0,0,190605.91
3424000,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,1761.3,0,0,0,0,0,0,0,0,1500,215,0,720,0,0,4676.3
3437000,38291.41,4462.5,23883.8,1765.45,255,8647.26,16937.81,30070.15,26867.35,12900.46,10703.63,11985,10698.1,0,3370.25,1553.8,318.75,0,573.75,0,0,0,0,0,195.5,0,0,0,0,1021,0,1968.75,37963.65,29424,17630.4,0,0,291487.77
3437001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3174.75,10739.75,34511.1,37168.75,60258.16,38302.2,49846.5,52253,74397.5,185706.7,211230.59,0,0,7849.1,796.88,285,0,0,0,0,5525,0,772044.98
3440100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5436,2812.5,0,160,5350,0,0,0,0,0,0,0,9103.5,2656.25,2791.25,0,0,1080,540,0,29929.5
3456500,0,0,0,0,1490,0,0,0,3390,2400,0,0,330,0,0,0,0,950,0,1080,87896.81,53646,41376,4065,0,0,0,0,950,2411,0,0,0,0,0,0,0,199984.81
3459500,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
3496500,0,0,0,0,0,0,0,10372.5,0,0,0,0,0,0,0,0,0,265.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10638
3504000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
3504500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12075,0,0,0,0,0,0,0,0,0,0,0,0,0,12075
3510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,1400,1400,1400,1400,2800,0,1400,1400,11710
3516500,1400,1400,1400,1400,1400,1400,1400,2800,0,1400,1400,1400,1400,1400,1400,1400,1400,5490,1400,1400,1400,1400,1400,4175,4175,1400,1400,0,0,0,0,0,0,0,0,2300,2700,52440
3530500,0,0,0,0,0,0,0,0,0,1825,0,2700,0,0,0,0,0,0,0,0,0,1375,1375,2750,0,0,26500,28100,26500,27300,31300,18500,33700,29700,30476,24900,24100,311101
3531000,19300,21700,16900,24100,23300,24634,29700,24100,28910,24100,32990,10500,17000,18400,18500,22500,18360,20100,33001,17950,17450,14500,12900,10500,0,0,0,0,0,2497.5,0,0,0,0,0,0,0,503892.5
3538000,0,0,0,0,0,0,8640,8640,0,0,0,0,0,0,0,126.75,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17601.75
3539921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3566000,0,0,0,0,0,0,1215,0,1980,500,1125,0,0,0,0,0,0,0,4090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8910
3569500,0,0,0,1305,0,0,2362.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,6132,6132,6132,4417,4417,6052,4417,4417,4417,4417,4417,4417,4417,4417,4417,78417.5
3569700,4417,4417,4417,4417,4417,4399,4399,4399,4399,4399,4399,4399,4399,6327.2,6846,6846,6846,4286,4286,3004,0,0,0,0,0,1376,0,0,0,0,0,1525,0,0,0,0,0,98619.2
3572000,0,345,0,0,0,1205,0,0,0,0,0,0,0,0,0,0,220,1795,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3854
3574000,0,0,0,0,895,0,292.5,293.25,0,0,0,0,0,0,3000,0,0,0,0,0,2407.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6888.25
3582000,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6660,4250,4250,4250,4250,8500,0,4250,36785
3594500,5492,2125,2125,0,0,0,0,1521.5,0,0,0,0,0,0,0,0,498,0,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3654.7,0,16256.2
3601500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5760,0,0,0,0,0,0,0,0,0,0,-2625.21,9015.21,0,0,0,0,0,0,0,12150
3608500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
3613500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,3946,0,0,4296
3634100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,1830
3635000,0,0,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.5,0,0,0,0,0,0,0,0,0,0,0,0,9600,1065,0,0,0,0,11715.5
3677000,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285
3717500,0,0,0,0,0,0,0,0,0,19882,11485,17690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3051,10075,171.88,0,62354.88
3748700,5761,9900,0,2261,0,0,0,0,0,0,0,0,0,0,1375,2750,1890,1540,1540,1540,1540,1540,1540,1990,1990,1990,1990,1990,1990,1990,13930,0,0,0,0,0,1990,63027
3770500,1990,1990,1990,1990,2840,0,0,11925,73588.31,11925,11925,15537.5,14165,2240,2713.4,2240,2240,8810,11050,8810,25460,23220,25064,1844,136,18899,1708,11925,23125,11925,11925,12249.75,0,0,0,0,0,355449.96
3775000,6790,8500,11071.25,0,0,2167.5,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28838.75
3800500,0,0,0,0,0,0,0,0,0,0,0,0,7998,3999,3999,3999,3999,3999,3999,1746,4750,4750,4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47988
3801455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3806700,0,0,0,8125,8375,20250,20250,22838,32264,29122,24139,3818,5079.5,10576.7,14590.7,12195.7,28720.7,36195.7,27943,24500,48775,24400,12375,375,375,500,375,375,500,375,250,250,250,250,250,250,375,419283
3839500,250,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2575,2575,0,0,0,5525
3841000,0,0,0,0,0,0,1462.5,3160,860,0,0,1616,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,877.5,0,877.5,0,0,0,0,0,8983.5
3856000,0,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,800,800,0,0,0,0,0,0,0,0,7200
3891550,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390
3912000,0,0,0,0,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29700,11250,0,0,0,6265,11300,64015
3914000,0,0,0,-714.28,11402.5,5281.5,6232.5,8656.78,9072,9841.5,8182,8182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8711,0,0,0,0,0,0,0,74847.5
3917500,0,0,0,0,0,0,0,5200,5200,0,0,0,0,3850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,921,11140,27391
3930000,260,0,0,19908,2999,0,0,0,0,0,0,2240,4435,5426,10308.29,23984,4715,0,0,2380,0,1739,0,0,0,1516,15746,16044,8640,1915,1900,0,2825,2825,2825,2825,2825,138280.29
3932000,2825,2825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5650
3957500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,500,0,0,0,0,0,0,0,0,600
3964500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,662.4,0,0,0,0,0,0,0,0,0,0,0,250.75,1912.15
3966000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,2600,2600,2600,0,0,0,0,0,0,0,0,0,7750,7750,23859
3971300,15750,15750,15750,15750,0,0,0,0,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66200
3972501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,4500,1125,0,0,18285
3978000,3625.6,7446.2,8650,6000,6000,9000,3000,6000,18000,0,0,820,885,1125,0,0,0,0,2700,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5472.3,0,91224.1
3983000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1775,0,0,0,0,0,0,0,0,7780.5,8851.5,18407
3995500,0,0,0,1557,0,0,0,0,6566,0,5950,5397.5,0,0,0,0,0,0,0,0,2890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22360.5
3995501,0,0,0,0,0,895,0,0,0,0,0,0,2070,2070,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,5215.5,0,16447.5,0,0,0,0,0,29398
4001500,0,4155.3,0,4540,11925,9110,12910,6295,6295,6295,0,0,0,3105,0,0,0,0,5500,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75630.3
4026000,0,2324.7,22399.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,1727.5,2372,1700,0,0,155,0,0,0,0,0,31248.6
4042000,1599.86,2532.5,1665,2790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8587.36
4061115,0,0,0,0,0,0,0,1890,1890,0,0,0,0,0,0,0,0,0,18068.5,765,1147.5,-4064.35,6163,2999.65,11475,29792.5,45989.75,28050,28050,0,-444.13,0,888.26,415.44,1356.6,25167.93,15670.25,215270.9
4062600,47409.52,10810.5,10249.7,7760.5,1671.95,2592.59,22362.15,8421.24,585,7365.8,0,2131,11282,12600,9434,6402.4,909.63,0,0,2997,0,0,0,260,0,0,0,0,0,0,1035,0,345,0,0,0,0,166624.98
4072500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2743.5,2743.5,2743.5,5487,0,0,0,0,0,0,0,0,0,0,0,0,0,13717.5
4091000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7752.3,7068.3,7068.3,9678.3,9678.3,9678.3,12845.16,35385.85,22264.3,3210,0,0,0,0,0,0,0,0,0,124629.11
4100590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9190,10995,7950,15445,14095,9245,14095,15845,15445,12745,17295,14195,11095,16857.5,12845,15545,12845,12445,15945,12445,20340,11150,28790.01,326842.51
4103300,12445,13795,10695,12445,11095,12445,13795,15490,9400,12445,9345,18590,0,300,600,150,150,150,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153785
4136510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,14515.2,-30712.5,0,0,56584,66000,0,0,0,0,0,0,0,0,0,107906.7
4142500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3650,0,0,0,0,0,3650
4151850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4152000,0,0,0,0,0,0,2812.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2812.5
4167500,0,0,0,0,0,9035.5,3897.25,1279.25,0,0,0,0,0,0,0,0,0,260,0,0,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16072
4174000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.95,560,1120,1320.5,4623,1046,560,560,560,1619.5,561.94,560,560,560,3921.7,604.47,560,2564.8,1503.5,560,560,560,25502.36
